record,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,id,null_field_count,birth_year,death_year,name_without_dates,has_life_dates,pub_year,normalized_name,context,primary_context,domain_context,context_completeness,entity_mentions,has_vector,primary_domain,temp_cluster,cluster_id,canonical_name
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Familiar science studies
Attribution: by Richard A. Proctor
Subjects: Science; Astronomy
Provision information: New York: Worthington, 1882","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,Familiar science studies,by Richard A. Proctor,"New York: Worthington, 1882",Science; Astronomy,,,2668692,2668692#Agent100-12,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1882,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Familiar science studies Contributor Science; Astronomy  ","Proctor, Richard A. (Richard Anthony), 1837-1888 Familiar science studies Contributor",Science; Astronomy ,0.6,Astronomy;Contributor;Familiar;Science,True,science,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Hereditary traits, and other essays
Attribution: by Richard A. Proctor
Subjects: Psychology, Pathological; Heredity
Provision information: [New York]: [T. Fitzgerald & Co], [1882]","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,"Hereditary traits, and other essays",by Richard A. Proctor,"[New York]: [T. Fitzgerald & Co], [1882]","Psychology, Pathological; Heredity",,,2665117,2665117#Agent100-12,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1882,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Hereditary traits, and other essays Contributor Psychology, Pathological; Heredity  ","Proctor, Richard A. (Richard Anthony), 1837-1888 Hereditary traits, and other essays Contributor","Psychology, Pathological; Heredity ",0.6,Contributor;Hereditary;Heredity;Pathological;Psychology,True,philosophy_psychology_religion,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: The sun: ruler, fire, light, and life of the planetary system
Attribution: By Richard A. Proctor ... With ten lithographic plates (seven-colored) and one hundred and seven drawings on wood
Subjects: Sun; Venus (Planet)--Transit; Eclipses
Provision information: London: Longmans, Green and co, 1871","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,"The sun: ruler, fire, light, and life of the planetary system",By Richard A. Proctor ... With ten lithographic plates (seven-colored) and one hundred and seven drawings on wood,"London: Longmans, Green and co, 1871",Sun; Venus (Planet)--Transit; Eclipses,,,2655272,2655272#Agent100-14,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1871,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 The sun: ruler, fire, light, and life of the planetary system Contributor Sun; Venus (Planet)--Transit; Eclipses  ","Proctor, Richard A. (Richard Anthony), 1837-1888 The sun: ruler, fire, light, and life of the planetary system Contributor",Sun; Venus (Planet)--Transit; Eclipses ,0.6,Contributor;Eclipses;Planet;Transit;Venus,True,,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Wages & wants of science-workers ...
Subjects: Cultural policy; Research
Provision information: London: Smith, Elder, & Co, 1876","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,Wages & wants of science-workers ...,,"London: Smith, Elder, & Co, 1876",Cultural policy; Research,,,2671250,2671250#Agent100-12,3,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1876,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Wages & wants of science-workers ... Contributor Cultural policy; Research  ","Proctor, Richard A. (Richard Anthony), 1837-1888 Wages & wants of science-workers ... Contributor",Cultural policy; Research ,0.4,Contributor;Cultural;Research;Wages,True,,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: The moon
Attribution: [by] Rutherfurd and Procter
Subjects: Moon--Maps; Moon--Photographs
Provision information: Manchester: A. Brothers, [1873?]","7001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,The moon,[by] Rutherfurd and Procter,"Manchester: A. Brothers, [1873?]",Moon--Maps; Moon--Photographs,,,2712327,2712327#Agent700-20,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1873,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 The moon Contributor Moon--Maps; Moon--Photographs  ","Proctor, Richard A. (Richard Anthony), 1837-1888 The moon Contributor",Moon--Maps; Moon--Photographs ,0.6,Contributor;Maps;Moon;Photographs,True,,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Our place among infinities: a series of essays ...
Provision information: London: 1890; New ed.","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,Our place among infinities: a series of essays ...,,London: 1890 New ed.,,,,2522829,2522829#Agent100-12,4,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1890,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Our place among infinities: a series of essays ... Contributor   ","Proctor, Richard A. (Richard Anthony), 1837-1888 Our place among infinities: a series of essays ... Contributor", ,0.19999999999999996,Contributor,True,,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Other worlds than ours: the plurality of worlds studied under the light of recent scientific researches
Attribution: by Richard A. Proctor
Subjects: Astronomy
Provision information: London: Longmans, Green, 1870","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,Other worlds than ours: the plurality of worlds studied under the light of recent scientific researches,by Richard A. Proctor,"London: Longmans, Green, 1870",Astronomy,,,2661608,2661608#Agent100-12,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1870,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Other worlds than ours: the plurality of worlds studied under the light of recent scientific researches Contributor Astronomy  ","Proctor, Richard A. (Richard Anthony), 1837-1888 Other worlds than ours: the plurality of worlds studied under the light of recent scientific researches Contributor",Astronomy ,0.6,Astronomy;Contributor;Other,True,science,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Myths and marvels of astronomy
Attribution: by Richard A. Proctor
Subjects: Astronomy--Curiosa and miscellany
Provision information: New York: G.P. Putnam's Sons, 1877","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,Myths and marvels of astronomy,by Richard A. Proctor,"New York: G.P. Putnam's Sons, 1877",Astronomy--Curiosa and miscellany,,,2652260,2652260#Agent100-12,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1877,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Myths and marvels of astronomy Contributor Astronomy--Curiosa and miscellany  ","Proctor, Richard A. (Richard Anthony), 1837-1888 Myths and marvels of astronomy Contributor",Astronomy--Curiosa and miscellany ,0.6,Astronomy;Contributor;Curiosa;Myths,True,science,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: The students atlas in twelve circular maps (on a uniform projection and one scale)
Subjects: Atlases--1889
Provision information: London: Longmans, 1889","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,The students atlas in twelve circular maps (on a uniform projection and one scale),,"London: Longmans, 1889",Atlases--1889,,,2665488,2665488#Agent100-14,3,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1889,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 The students atlas in twelve circular maps (on a uniform projection and one scale) Contributor Atlases--1889  ","Proctor, Richard A. (Richard Anthony), 1837-1888 The students atlas in twelve circular maps (on a uniform projection and one scale) Contributor",Atlases--1889 ,0.4,Atlases;Contributor,True,,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Leisure readings
Attribution: By Edward Clodd, Andrew Wilson, Thomas Foster, A.C. Ranyard, and Richard A. Proctor
Subjects: Essays, English
Provision information: London: Wyman & Sons, [1883]","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,Leisure readings,"By Edward Clodd, Andrew Wilson, Thomas Foster, A.C. Ranyard, and Richard A. Proctor","London: Wyman & Sons, [1883]","Essays, English",,,2437107,2437107#Agent100-12,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1883,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Leisure readings Contributor Essays, English  ","Proctor, Richard A. (Richard Anthony), 1837-1888 Leisure readings Contributor","Essays, English ",0.6,Contributor;English;Essays;Leisure,True,,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Leisure readings
Attribution: By Edward Clodd, Andrew Wilson, Thomas Foster, A.C. Ranyard, and Richard A. Proctor
Subjects: Essays, English
Provision information: London: Wyman & Sons, [1883]","7001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,Leisure readings,"By Edward Clodd, Andrew Wilson, Thomas Foster, A.C. Ranyard, and Richard A. Proctor","London: Wyman & Sons, [1883]","Essays, English",,,2437107,2437107#Agent700-21,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1883,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Leisure readings Contributor Essays, English  ","Proctor, Richard A. (Richard Anthony), 1837-1888 Leisure readings Contributor","Essays, English ",0.6,Contributor;English;Essays;Leisure,True,,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Light science for leisure hours: A series of familiar essays on scientific subjects, natural phenomena, &c
Attribution: By Richard A. Proctor
Subjects: Science
Provision information: London: Longmans, Green, and Co, 1886; New [i.e. 5th] ed.","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,"Light science for leisure hours: A series of familiar essays on scientific subjects, natural phenomena, &c",By Richard A. Proctor,"London: Longmans, Green, and Co, 1886 New [i.e. 5th] ed.",Science,,,2671162,2671162#Agent100-12,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1886,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Light science for leisure hours: A series of familiar essays on scientific subjects, natural phenomena, &c Contributor Science  ","Proctor, Richard A. (Richard Anthony), 1837-1888 Light science for leisure hours: A series of familiar essays on scientific subjects, natural phenomena, &c Contributor",Science ,0.6,Contributor;Light;Science,True,science,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: The stars in their seasons: an easy guide to a knowledge of the stars: exhibiting, in twelve large maps, the appearance of the heavens at any hour of the night all the year round ...
Subjects: Astronomy--Atlases 1883
Provision information: London: Wyman & Sons, 1883","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,"The stars in their seasons: an easy guide to a knowledge of the stars: exhibiting, in twelve large maps, the appearance of the heavens at any hour of the night all the year round ...",,"London: Wyman & Sons, 1883",Astronomy--Atlases 1883,,,2669474,2669474#Agent100-12,3,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1883,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 The stars in their seasons: an easy guide to a knowledge of the stars: exhibiting, in twelve large maps, the appearance of the heavens at any hour of the night all the year round ... Contributor Astronomy--Atlases 1883  ","Proctor, Richard A. (Richard Anthony), 1837-1888 The stars in their seasons: an easy guide to a knowledge of the stars: exhibiting, in twelve large maps, the appearance of the heavens at any hour of the night all the year round ... Contributor",Astronomy--Atlases 1883 ,0.4,Astronomy;Atlases;Contributor,True,science,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Light science for leisure hours: A series of familiar essays on scientific subjects, natural phenomena, etc.
Attribution: By Richard A. Proctor
Subjects: Science
Provision information: New York: D. Appleton and Company, 1871","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,"Light science for leisure hours: A series of familiar essays on scientific subjects, natural phenomena, etc.",By Richard A. Proctor,"New York: D. Appleton and Company, 1871",Science,,,2655178,2655178#Agent100-12,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1871,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Light science for leisure hours: A series of familiar essays on scientific subjects, natural phenomena, etc. Contributor Science  ","Proctor, Richard A. (Richard Anthony), 1837-1888 Light science for leisure hours: A series of familiar essays on scientific subjects, natural phenomena, etc. Contributor",Science ,0.6,Contributor;Light;Science,True,science,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Pleasant ways in science
Attribution: by Richard A. Proctor
Subjects: Science
Provision information: New York: R. Worthington, [1878]","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,Pleasant ways in science,by Richard A. Proctor,"New York: R. Worthington, [1878]",Science,,,2522831,2522831#Agent100-12,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1878,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Pleasant ways in science Contributor Science  ","Proctor, Richard A. (Richard Anthony), 1837-1888 Pleasant ways in science Contributor",Science ,0.6,Contributor;Pleasant;Science,True,science,44.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Proctor, Richard A. (Richard Anthony), 1837-1888
Title: Saturn and its system: containing discussions of the motions (real and apparent) and telescopic appearance of the planet Saturn, its satellites, and rings; the nature of the rings; the great inequality of Saturn and Jupiter; and the habitability of Saturn. To which are appended notes on Chaldæan astronomy, Laplace's nebular theory, and the habitability of the moon; a series of tables with explanatory notes; and explanations of astronomical terms.
Attribution: By Richard A. Proctor
Subjects: Saturn (Planet)
Provision information: London: Longman, Green, Longman, Roberts, & Green, 1865","1001 $aProctor, Richard A.$q(Richard Anthony),$d1837-1888.","Proctor, Richard A. (Richard Anthony), 1837-1888",Contributor,"Saturn and its system: containing discussions of the motions (real and apparent) and telescopic appearance of the planet Saturn, its satellites, and rings; the nature of the rings; the great inequality of Saturn and Jupiter; and the habitability of Saturn. To which are appended notes on Chaldæan astronomy, Laplace's nebular theory, and the habitability of the moon; a series of tables with explanatory notes; and explanations of astronomical terms.",By Richard A. Proctor,"London: Longman, Green, Longman, Roberts, & Green, 1865",Saturn (Planet),,,2655257,2655257#Agent100-14,2,1837,1888,"Proctor, Richard A. (Richard Anthony)",True,1865,proctor richard a richard anthony,"Proctor, Richard A. (Richard Anthony), 1837-1888 Saturn and its system: containing discussions of the motions (real and apparent) and telescopic appearance of the planet Saturn, its satellites, and rings; the nature of the rings; the great inequality of Saturn and Jupiter; and the habitability of Saturn. To which are appended notes on Chaldæan astronomy, Laplace's nebular theory, and the habitability of the moon; a series of tables with explanatory notes; and explanations of astronomical terms. Contributor Saturn (Planet)  ","Proctor, Richard A. (Richard Anthony), 1837-1888 Saturn and its system: containing discussions of the motions (real and apparent) and telescopic appearance of the planet Saturn, its satellites, and rings; the nature of the rings; the great inequality of Saturn and Jupiter; and the habitability of Saturn. To which are appended notes on Chaldæan astronomy, Laplace's nebular theory, and the habitability of the moon; a series of tables with explanatory notes; and explanations of astronomical terms. Contributor",Saturn (Planet) ,0.6,Chald;Contributor;Jupiter;Laplace;Planet;Saturn,True,,44.0,2,"Strauss, Richard, 1864-1949"
